City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
378,pangai,5.3505,48.5268,24.91,84,35,10.67,SO,1687912484
379,pangai,43.4456,41.7448,10.02,93,1,2.01,RU,1687913212
380,pangai,63.0128,112.4714,21.97,49,100,1.84,RU,1687913212
381,pangai,21.3906,-158.1547,30.97,43,20,4.63,US,1687913212
382,pangai,-28.7667,114.6,8.23,76,0,5.14,AU,1687912624
383,pangai,52.2667,79.1667,16.33,64,28,7.27,RU,1687913214
384,pangai,-33.4833,150.15,5.92,97,100,1.2,AU,1687913214
385,pangai,14.1667,121.1833,29.33,72,100,1.5,PH,1687913214
386,pangai,-21.45,-65.7167,12.64,10,0,2.53,BO,1687913214
387,pangai,44.0213,144.2697,27.16,65,75,7.72,JP,1687913214
388,pangai,64.75,177.4833,8.28,93,75,5.81,RU,1687913002
389,pangai,7.5264,-12.505,25.15,81,100,5.03,SL,1687912634
390,pangai,1.6381,18.0667,22.12,96,98,0.09,CG,1687913214
391,pangai,7.7102,81.6924,27.45,72,95,1.43,LK,1687913215
392,pangai,37.7167,20.8333,20.65,84,0,1.77,GR,1687913215
393,pangai,57.4129,-6.1942,13.07,93,66,2.45,GB,1687913215
394,pangai,4.8845,-1.7554,24.78,83,100,3.93,GH,1687912626
395,pangai,53.9353,139.9242,20.03,51,0,1.26,RU,1687913215
396,pangai,39.8916,-5.5406,26.64,32,0,0.61,ES,1687913215
397,pangai,-0.6876,100.9537,23.65,94,93,0.38,ID,1687913215
398,pangai,35.3029,37.1841,21.25,62,0,3.21,SY,1687912617
399,pangai,49.2167,143.1167,15.15,89,77,3.36,RU,1687913216
400,pangai,44.1628,80.0,24.82,32,13,0.09,KZ,1687913216
401,pangai,43.5196,-114.3153,20.92,41,0,6.71,US,1687913216
402,pangai,-0.8833,131.25,27.12,85,60,2.8,ID,1687913216
403,pangai,47.674,-122.1215,26.6,58,100,1.79,US,1687913216
404,pangai,-30.7414,30.455,19.08,85,85,7.51,ZA,1687913217
405,pangai,4.25,-54.3833,23.38,94,20,1.22,GF,1687913217
406,pangai,50.2001,-66.3821,11.29,98,100,5.66,CA,1687913217
407,pangai,-9.8756,-56.0861,22.35,54,5,1.59,BR,1687913009
408,pangai,-18.1667,49.3833,15.0,94,20,1.03,MG,1687913167
409,pangai,70.3705,31.1107,6.99,87,100,1.03,NO,1687913018
410,pangai,-33.1833,138.0167,13.07,77,33,3.36,AU,1687913057
411,pangai,-31.9333,115.8333,11.02,96,0,1.54,AU,1687913102
412,pangai,-1.7,-77.9333,18.64,97,95,1.3,EC,1687913219
413,pangai,41.6096,-4.7969,16.75,77,0,4.12,ES,1687913219
414,pangai,41.3973,-73.6171,23.06,92,100,2.9,US,1687913219
415,pangai,16.2923,119.8062,28.22,77,100,3.91,PH,1687913219
416,pangai,35.7333,140.8333,29.01,87,100,6.2,JP,1687913056
417,pangai,40.9965,15.6514,16.38,77,0,3.21,IT,1687913220
418,pangai,41.7178,-8.8571,19.13,75,5,6.34,PT,1687913220
419,pangai,27.9167,96.1667,24.03,99,100,1.27,IN,1687913220
420,pangai,-0.7001,10.2406,23.54,80,99,2.25,GA,1687913220
421,pangai,-17.0667,15.7333,10.02,37,2,2.06,AO,1687913220
422,pangai,57.8406,108.3492,11.98,98,100,4.63,RU,1687913220
423,pangai,33.0833,-16.3333,22.68,50,20,3.09,PT,1687913220
424,pangai,42.7762,-9.0603,18.24,80,45,4.61,ES,1687912640
425,pangai,62.6683,131.1683,25.25,58,0,1.63,RU,1687913221
426,pangai,23.85,77.9333,25.8,83,98,4.05,IN,1687913221
427,pangai,67.45,153.6833,18.39,30,83,0.83,RU,1687913007
428,pangai,-8.112,115.0882,27.54,70,55,1.14,ID,1687913221
429,pangai,-19.8,-174.35,27.06,74,20,6.69,TO,1687913221
